grievance_id,created_at,channel,citizen_text,category,location,latitude,longitude,department,severity,urgency,public_impact,vulnerability,recurrence,priority_score,priority,status,duplicate_cluster_id,related_complaint_count,semantic_similarity,sentiment,sla_hours,recommended_action,actual_resolution_hours,systemic_cluster
GRV-1093,2026-08-05T13:56:00,Call Center,No water supply in our locality for 7 days. A elderly resident may be affected.,Water Supply,Madhapur,17.448164,78.393938,Water Supply Department,10,9,7,9,8,88,Critical,Assigned,SYS-WATER-MADHAPUR,8,0.9,Frustrated,23,Initiate emergency tanker support,,Yes
GRV-1094,2026-07-28T16:55:00,Call Center,No water supply in our locality for 3 days.,Water Supply,Madhapur,17.452103,78.388546,Water Supply Department,6,8,8,5,10,72,High,Escalated,SYS-WATER-MADHAPUR,12,0.85,Urgent,16,Inspect local pipeline/network,,Yes
GRV-1095,2026-07-31T17:55:00,Mobile App,A broken road section is causing traffic problems near Kukatpally. A person with disability may be affected.,Roads,Kukatpally,17.487408,78.41727,GHMC Roads Department,5,7,8,9,8,70,High,Assigned,SYS-ROAD-KUKATPALLY,17,0.8,Urgent,51,Schedule pothole repair,,Yes
GRV-1096,2026-08-03T20:15:00,Web,A damaged electric pole is creating a safety concern.,Electricity,Gachibowli,17.436504,78.348859,Electricity Distribution Department,8,8,7,5,7,72,High,In Progress,SYS-POWER-GACHIBOWLI,24,0.97,Negative,8,Initiate emergency restoration,,Yes
GRV-1097,2026-08-08T15:35:00,Call Center,A large pothole has formed near Kukatpally and is dangerous for vehicles. A residential community may be affected.,Roads,Kukatpally,17.481488,78.413834,GHMC Roads Department,7,10,7,8,10,82,High,Assigned,SYS-ROAD-KUKATPALLY,9,0.79,Concerned,24,Schedule pothole repair,,Yes
GRV-1098,2026-08-01T11:32:00,Mobile App,Waste is piling up near residential buildings in Banjara Hills.,Sanitation,Banjara Hills,17.417309,78.437132,Sanitation Department,8,7,7,6,9,74,High,New,SYS-SANITATION-BANJARA,24,0.82,Urgent,14,Escalate to sanitation supervisor,,Yes
GRV-1099,2026-08-07T01:31:00,Walk-in,The road near Kukatpally has been damaged for 2 days. A school nearby may be affected.,Roads,Kukatpally,17.487426,78.412747,GHMC Roads Department,9,7,6,5,9,74,High,In Progress,SYS-ROAD-KUKATPALLY,24,0.88,Concerned,57,Dispatch road inspection team,,Yes
GRV-1100,2026-08-06T16:40:00,Mobile App,No water supply in our locality for 4 days. A high-footfall public area may be affected.,Water Supply,Madhapur,17.444553,78.395086,Water Supply Department,7,10,9,6,8,80,High,New,SYS-WATER-MADHAPUR,13,0.9,Negative,18,Dispatch field inspection team,,Yes
GRV-1101,2026-08-15T08:03:00,Mobile App,A damaged electric pole is creating a safety concern. A school nearby may be affected.,Electricity,Gachibowli,17.440587,78.352885,Electricity Distribution Department,6,8,10,3,10,74,High,New,SYS-POWER-GACHIBOWLI,31,0.95,Frustrated,24,Initiate emergency restoration,,Yes
GRV-1102,2026-07-25T20:17:00,Call Center,A broken road section is causing traffic problems near Kukatpally.,Roads,Kukatpally,17.487069,78.415439,GHMC Roads Department,8,9,7,6,9,78,High,Assigned,SYS-ROAD-KUKATPALLY,14,0.9,Concerned,47,Escalate to local engineering officer,,Yes
GRV-1103,2026-08-18T15:09:00,Web,A broken road section is causing traffic problems near Kukatpally. A senior citizens may be affected.,Roads,Kukatpally,17.483671,78.413339,GHMC Roads Department,10,7,7,2,10,76,High,New,SYS-ROAD-KUKATPALLY,32,0.94,Frustrated,30,Schedule pothole repair,,Yes
GRV-1104,2026-08-09T08:15:00,Social Media,We are facing repeated power cuts in Gachibowli. A person with disability may be affected.,Electricity,Gachibowli,17.437905,78.346763,Electricity Distribution Department,9,7,9,9,9,86,Critical,New,SYS-POWER-GACHIBOWLI,31,0.8,Urgent,9,Dispatch line inspection team,,Yes
GRV-1105,2026-08-04T16:41:00,Call Center,Water pipeline near Madhapur appears damaged and residents have no supply. A elderly resident may be affected.,Water Supply,Madhapur,17.449467,78.394763,Water Supply Department,6,5,9,9,8,72,High,Resolved,SYS-WATER-MADHAPUR,23,0.91,Frustrated,12,Dispatch field inspection team,6.6,Yes
GRV-1106,2026-08-17T22:31:00,Call Center,Power interruption has affected homes and local shops.,Electricity,Gachibowli,17.443114,78.344974,Electricity Distribution Department,5,6,8,8,8,67,Medium,Resolved,SYS-POWER-GACHIBOWLI,20,0.98,Negative,7,Dispatch line inspection team,10.2,Yes
GRV-1107,2026-07-29T10:10:00,Call Center,There is an open road crack/pothole near a school in Kukatpally.,Roads,Kukatpally,17.486649,78.409913,GHMC Roads Department,9,9,8,3,10,80,High,In Progress,SYS-ROAD-KUKATPALLY,11,0.82,Concerned,58,Schedule pothole repair,,Yes
GRV-1108,2026-08-01T10:42:00,Mobile App,Uncollected waste is creating foul smell and health concerns.,Sanitation,Banjara Hills,17.41542,78.438187,Sanitation Department,6,6,9,8,10,75,High,New,SYS-SANITATION-BANJARA,10,0.88,Frustrated,18,Dispatch sanitation crew,,Yes
GRV-1109,2026-07-25T09:03:00,Call Center,We are facing repeated power cuts in Gachibowli. A residential community may be affected.,Electricity,Gachibowli,17.437378,78.350389,Electricity Distribution Department,7,7,7,6,7,68,Medium,New,SYS-POWER-GACHIBOWLI,30,0.91,Concerned,23,Escalate outage to field engineer,,Yes
GRV-1110,2026-07-31T06:26:00,Walk-in,A broken road section is causing traffic problems near Kukatpally. A hospital nearby may be affected.,Roads,Kukatpally,17.486959,78.416216,GHMC Roads Department,6,6,6,9,10,70,High,In Progress,SYS-ROAD-KUKATPALLY,27,0.87,Urgent,56,Barricade hazardous section,,Yes
GRV-1111,2026-07-17T23:53:00,Social Media,Power interruption has affected homes and local shops.,Electricity,Gachibowli,17.437299,78.347525,Electricity Distribution Department,5,9,8,6,9,72,High,Resolved,SYS-POWER-GACHIBOWLI,11,0.96,Negative,19,Initiate emergency restoration,7.4,Yes
GRV-1112,2026-08-08T04:29:00,Walk-in,Residents on our street are facing repeated water outages. A residential community may be affected.,Water Supply,Madhapur,17.446336,78.387524,Water Supply Department,9,8,5,5,8,72,High,Escalated,SYS-WATER-MADHAPUR,9,0.87,Frustrated,15,Escalate to Zone Water Officer,,Yes
GRV-1113,2026-07-16T16:18:00,Mobile App,A large pothole has formed near Kukatpally and is dangerous for vehicles. A hospital nearby may be affected.,Roads,Kukatpally,17.487027,78.417627,GHMC Roads Department,10,5,9,9,7,82,High,New,SYS-ROAD-KUKATPALLY,23,0.98,Negative,38,Escalate to local engineering officer,,Yes
GRV-1114,2026-08-01T02:33:00,Mobile App,A damaged electric pole is creating a safety concern.,Electricity,Gachibowli,17.442779,78.350949,Electricity Distribution Department,8,8,5,7,8,72,High,Escalated,SYS-POWER-GACHIBOWLI,25,0.8,Concerned,6,Escalate outage to field engineer,,Yes
GRV-1115,2026-08-16T23:07:00,Web,Power interruption has affected homes and local shops. A hospital nearby may be affected.,Electricity,Gachibowli,17.438025,78.345438,Electricity Distribution Department,6,6,8,9,9,73,High,Resolved,SYS-POWER-GACHIBOWLI,31,0.84,Urgent,3,Dispatch line inspection team,3.0,Yes
GRV-1116,2026-07-25T07:52:00,Call Center,The road near Kukatpally has been damaged for 4 days.,Roads,Kukatpally,17.48552,78.41598,GHMC Roads Department,8,8,6,6,8,73,High,Escalated,SYS-ROAD-KUKATPALLY,17,0.81,Negative,70,Schedule pothole repair,,Yes
GRV-1117,2026-08-15T16:58:00,Walk-in,Water pressure has been very low in Madhapur since 2 days.,Water Supply,Madhapur,17.448747,78.387875,Water Supply Department,9,6,8,4,9,74,High,In Progress,SYS-WATER-MADHAPUR,26,0.89,Negative,11,Inspect local pipeline/network,,Yes
GRV-1118,2026-07-25T14:54:00,Mobile App,Uncollected waste is creating foul smell and health concerns. A school nearby may be affected.,Sanitation,Banjara Hills,17.418046,78.438018,Sanitation Department,8,8,6,4,10,73,High,Assigned,SYS-SANITATION-BANJARA,23,0.93,Urgent,26,Escalate to sanitation supervisor,,Yes
GRV-1119,2026-08-07T04:46:00,Walk-in,Water pressure has been very low in Madhapur since 4 days. A hospital nearby may be affected.,Water Supply,Madhapur,17.449689,78.392323,Water Supply Department,7,6,7,9,7,71,High,New,SYS-WATER-MADHAPUR,10,0.95,Frustrated,12,Dispatch field inspection team,,Yes
GRV-1120,2026-08-16T04:48:00,Mobile App,Water pipeline near Madhapur appears damaged and residents have no supply. A person with disability may be affected.,Water Supply,Madhapur,17.447473,78.389415,Water Supply Department,7,7,5,9,8,70,High,Resolved,SYS-WATER-MADHAPUR,11,0.97,Urgent,21,Inspect local pipeline/network,22.5,Yes
GRV-1121,2026-08-15T03:30:00,Call Center,There is an open road crack/pothole near a school in Kukatpally. A residential community may be affected.,Roads,Kukatpally,17.483403,78.410166,GHMC Roads Department,10,7,7,4,9,78,High,Resolved,SYS-ROAD-KUKATPALLY,33,0.87,Frustrated,60,Barricade hazardous section,82.5,Yes
GRV-1122,2026-07-25T03:24:00,Call Center,No water supply in our locality for 6 days. A pregnant resident may be affected.,Water Supply,Madhapur,17.446359,78.394073,Water Supply Department,9,9,10,9,10,94,Critical,Resolved,SYS-WATER-MADHAPUR,18,0.81,Concerned,24,Initiate emergency tanker support,19.0,Yes
GRV-1123,2026-07-18T12:52:00,Web,Transformer near Gachibowli appears overloaded and outages are frequent. A child may be affected.,Electricity,Gachibowli,17.439399,78.35164,Electricity Distribution Department,10,9,8,9,8,90,Critical,New,SYS-POWER-GACHIBOWLI,34,0.88,Negative,23,Inspect transformer/feed line,,Yes
GRV-1124,2026-08-07T20:26:00,Call Center,No water supply in our locality for 1 days. A person with disability may be affected.,Water Supply,Madhapur,17.448586,78.389794,Water Supply Department,8,7,5,9,10,76,High,New,SYS-WATER-MADHAPUR,25,0.78,Frustrated,6,Initiate emergency tanker support,,Yes
GRV-1125,2026-07-18T16:23:00,Mobile App,Power has been out in our area for 7 hours.,Electricity,Gachibowli,17.444022,78.346707,Electricity Distribution Department,9,6,6,3,9,69,Medium,In Progress,SYS-POWER-GACHIBOWLI,20,0.83,Concerned,14,Dispatch line inspection team,,Yes
GRV-1126,2026-08-05T15:54:00,Call Center,No water supply in our locality for 6 days. A hospital nearby may be affected.,Water Supply,Madhapur,17.448827,78.394364,Water Supply Department,8,9,8,9,7,82,High,In Progress,SYS-WATER-MADHAPUR,10,0.92,Negative,19,Dispatch field inspection team,,Yes
GRV-1127,2026-07-27T07:57:00,Web,We are facing repeated power cuts in Gachibowli. A person with disability may be affected.,Electricity,Gachibowli,17.437535,78.351703,Electricity Distribution Department,10,9,8,9,9,91,Critical,In Progress,SYS-POWER-GACHIBOWLI,29,0.96,Negative,19,Dispatch line inspection team,,Yes
GRV-1128,2026-07-21T07:50:00,Social Media,A damaged electric pole is creating a safety concern.,Electricity,Gachibowli,17.442064,78.347667,Electricity Distribution Department,7,6,9,3,10,70,High,Escalated,SYS-POWER-GACHIBOWLI,31,0.86,Concerned,24,Dispatch line inspection team,,Yes
GRV-1129,2026-08-03T13:31:00,Walk-in,Power has been out in our area for 9 hours. A school nearby may be affected.,Electricity,Gachibowli,17.439555,78.350338,Electricity Distribution Department,9,9,8,8,9,86,Critical,Assigned,SYS-POWER-GACHIBOWLI,33,0.91,Negative,9,Initiate emergency restoration,,Yes
GRV-1130,2026-07-19T05:00:00,Call Center,We are facing repeated power cuts in Gachibowli.,Electricity,Gachibowli,17.436918,78.345598,Electricity Distribution Department,5,7,6,5,8,60,Medium,Assigned,SYS-POWER-GACHIBOWLI,11,0.84,Frustrated,11,Initiate emergency restoration,,Yes
GRV-1131,2026-07-27T18:26:00,Social Media,Water pipeline near Madhapur appears damaged and residents have no supply. A elderly resident may be affected.,Water Supply,Madhapur,17.451542,78.395325,Water Supply Department,5,7,9,9,7,71,High,Resolved,SYS-WATER-MADHAPUR,8,0.95,Concerned,18,Escalate to Zone Water Officer,20.1,Yes
GRV-1132,2026-08-02T07:19:00,Mobile App,We are facing repeated power cuts in Gachibowli. A child may be affected.,Electricity,Gachibowli,17.441867,78.348866,Electricity Distribution Department,7,7,8,9,8,76,High,Resolved,SYS-POWER-GACHIBOWLI,16,0.81,Negative,17,Inspect transformer/feed line,10.5,Yes
GRV-1133,2026-08-12T02:38:00,Social Media,Waste is piling up near residential buildings in Banjara Hills. A school nearby may be affected.,Sanitation,Banjara Hills,17.419178,78.432307,Sanitation Department,8,7,9,5,9,77,High,Assigned,SYS-SANITATION-BANJARA,34,0.85,Frustrated,20,Inspect waste accumulation point,,Yes
GRV-1134,2026-08-17T20:25:00,Social Media,Overflowing garbage bins are causing a hygiene issue. A pregnant resident may be affected.,Sanitation,Banjara Hills,17.413198,78.438678,Sanitation Department,10,10,8,9,8,92,Critical,New,SYS-SANITATION-BANJARA,34,0.86,Concerned,35,Increase collection frequency,,Yes
GRV-1135,2026-08-11T08:19:00,Mobile App,A damaged electric pole is creating a safety concern.,Electricity,Gachibowli,17.441822,78.351213,Electricity Distribution Department,6,8,7,8,7,70,High,Assigned,SYS-POWER-GACHIBOWLI,12,0.91,Frustrated,9,Dispatch line inspection team,,Yes
GRV-1136,2026-08-07T05:38:00,Mobile App,Uncollected waste is creating foul smell and health concerns. A hospital nearby may be affected.,Sanitation,Banjara Hills,17.416861,78.43354,Sanitation Department,9,10,8,9,7,87,Critical,New,SYS-SANITATION-BANJARA,33,0.92,Concerned,17,Dispatch sanitation crew,,Yes
GRV-1137,2026-08-08T03:37:00,Call Center,Our apartment has not received drinking water for 5 days.,Water Supply,Madhapur,17.447429,78.393679,Water Supply Department,8,5,5,2,9,60,Medium,New,SYS-WATER-MADHAPUR,24,0.88,Urgent,24,Escalate to Zone Water Officer,,Yes
GRV-1138,2026-08-17T19:13:00,Walk-in,Our street has repeated missed waste collection complaints. A elderly resident may be affected.,Sanitation,Banjara Hills,17.412381,78.436476,Sanitation Department,8,5,5,9,8,70,High,In Progress,SYS-SANITATION-BANJARA,22,0.84,Concerned,45,Escalate to sanitation supervisor,,Yes
GRV-1139,2026-08-15T22:15:00,Mobile App,Transformer near Gachibowli appears overloaded and outages are frequent. A elderly resident may be affected.,Electricity,Gachibowli,17.438748,78.348311,Electricity Distribution Department,10,5,5,9,9,77,High,New,SYS-POWER-GACHIBOWLI,13,0.92,Negative,18,Initiate emergency restoration,,Yes
GRV-1140,2026-07-31T22:00:00,Web,Waste is piling up near residential buildings in Banjara Hills. A child may be affected.,Sanitation,Banjara Hills,17.416219,78.437096,Sanitation Department,10,8,8,9,7,86,Critical,New,SYS-SANITATION-BANJARA,21,0.87,Urgent,25,Increase collection frequency,,Yes
GRV-1141,2026-07-20T04:22:00,Call Center,Water pressure has been very low in Madhapur since 3 days. A residential community may be affected.,Water Supply,Madhapur,17.451649,78.392221,Water Supply Department,7,10,8,6,9,80,High,Resolved,SYS-WATER-MADHAPUR,26,0.9,Frustrated,17,Escalate to Zone Water Officer,16.5,Yes
GRV-1142,2026-07-31T16:27:00,Social Media,Water pressure has been very low in Madhapur since 3 days. A school nearby may be affected.,Water Supply,Madhapur,17.449847,78.392662,Water Supply Department,6,7,10,3,10,72,High,In Progress,SYS-WATER-MADHAPUR,26,0.9,Frustrated,11,Escalate to Zone Water Officer,,Yes
GRV-1143,2026-07-21T03:12:00,Walk-in,A damaged electric pole is creating a safety concern. A pregnant resident may be affected.,Electricity,Gachibowli,17.439373,78.348834,Electricity Distribution Department,6,7,8,9,7,72,High,Resolved,SYS-POWER-GACHIBOWLI,23,0.97,Concerned,14,Initiate emergency restoration,11.6,Yes
GRV-1144,2026-08-08T11:47:00,Web,A large pothole has formed near Kukatpally and is dangerous for vehicles. A senior citizens may be affected.,Roads,Kukatpally,17.485482,78.411943,GHMC Roads Department,6,7,5,4,8,60,Medium,Resolved,SYS-ROAD-KUKATPALLY,22,0.81,Concerned,61,Schedule pothole repair,51.2,Yes
GRV-1145,2026-08-03T12:16:00,Web,Water pipeline near Madhapur appears damaged and residents have no supply. A local shops may be affected.,Water Supply,Madhapur,17.450505,78.389396,Water Supply Department,8,5,10,8,8,78,High,Resolved,SYS-WATER-MADHAPUR,9,0.95,Concerned,17,Inspect local pipeline/network,4.0,Yes
GRV-1146,2026-07-29T03:45:00,Call Center,The road near Kukatpally has been damaged for 7 days. A high-footfall public area may be affected.,Roads,Kukatpally,17.488519,78.413915,GHMC Roads Department,6,6,5,6,9,62,Medium,Assigned,SYS-ROAD-KUKATPALLY,13,0.9,Concerned,30,Dispatch road inspection team,,Yes
GRV-1147,2026-07-25T21:48:00,Social Media,Garbage has not been collected in Banjara Hills for 2 days.,Sanitation,Banjara Hills,17.416659,78.435723,Sanitation Department,10,6,10,8,8,86,Critical,In Progress,SYS-SANITATION-BANJARA,18,0.81,Urgent,37,Escalate to sanitation supervisor,,Yes
GRV-1148,2026-08-09T03:00:00,Walk-in,No water supply in our locality for 4 days. A hospital nearby may be affected.,Water Supply,Madhapur,17.449379,78.393078,Water Supply Department,10,7,10,9,9,91,Critical,Escalated,SYS-WATER-MADHAPUR,18,0.97,Frustrated,8,Dispatch field inspection team,,Yes
GRV-1149,2026-08-08T11:54:00,Web,Waste is piling up near residential buildings in Banjara Hills.,Sanitation,Banjara Hills,17.411968,78.435709,Sanitation Department,6,8,7,4,9,68,Medium,Resolved,SYS-SANITATION-BANJARA,12,0.89,Concerned,43,Escalate to sanitation supervisor,57.9,Yes
GRV-1150,2026-07-19T07:41:00,Call Center,Waste is piling up near residential buildings in Banjara Hills. A residential community may be affected.,Sanitation,Banjara Hills,17.416916,78.435891,Sanitation Department,5,8,6,7,8,66,Medium,Assigned,SYS-SANITATION-BANJARA,16,0.81,Concerned,35,Dispatch sanitation crew,,Yes
GRV-1151,2026-07-24T23:33:00,Web,The road near Kukatpally has been damaged for 4 days. A residential community may be affected.,Roads,Kukatpally,17.486465,78.416337,GHMC Roads Department,5,10,5,2,8,60,Medium,Assigned,SYS-ROAD-KUKATPALLY,26,0.8,Frustrated,55,Escalate to local engineering officer,,Yes
GRV-1152,2026-07-21T04:24:00,Mobile App,Water pipeline near Madhapur appears damaged and residents have no supply. A elderly resident may be affected.,Water Supply,Madhapur,17.444847,78.392006,Water Supply Department,8,5,10,9,7,78,High,In Progress,SYS-WATER-MADHAPUR,17,0.84,Negative,10,Escalate to Zone Water Officer,,Yes
